ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000267541	ENSG00000267541.1	RP11-380M21.2	5.8015	5.289	7.526	3.267	4.394	4.32	4.393	11.295	10.66	12.525	7.417	7.866	9.3965	10.24	11.54	10.9	11.42	13.41	10.62	13.32	5.4795	4.068	4.086	3.2975	4.397	6.921	8.112	6.2525	4.332	6.526	4.101	7.164	11.44	10.62	6.738	4.818	4.754	6.9655	4.8715	3.455	2.7565	4.299	6.2715	5.47	5.791	7.148	4.5875	6.7755	4.726	5.769	3.576	4.052	2.463	6.74874528301887	364.432245283019
ENSG00000267713	ENSG00000267713.1	RP11-10I6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230321	ENSG00000230321.1	CTD-3105H18.9	0	0	0	0	0	0	0	0	0	0	0.13075	0.1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07133	0	0	0.1344	0	0	0.073425	0	0	0.05263	0.064065	0	0.2265	0.07322	0.08087	0	0	0.0197733962264151	1.06776339622642
ENSG00000234003	ENSG00000234003.1	CTD-3105H18.11	0	0	0	0.05392	0	0.04935	0.1615	0.04065	0.04266	0.068295	0.31205	0.2828	0	0.03486	0	0.03521	0.08685	0.050245	0	0	0.080025	0	0	0	0.2276	0	0.078525	0.01114	0	0	0.1838	0	0	0	0	0.08355	0.08697	0	0.10155	0.1712	0.048735	0.0588	0.10805	0	0	0.118	0.08971	0	0.3518	0.12905	0.1366	0.06836	0	0.0632425471698113	3.41509754716981
ENSG00000269786	ENSG00000269786.1	CTC-258N23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231961	ENSG00000231961.1	RP5-967N21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231034	ENSG00000231034.1	RP11-346K17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228995	ENSG00000228995.1	MTND1P9	0	0	0	0	0	0	0	0	0	0	0.072825	0.05575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06523	0.04183	0	0	0	0.08104	0	0	0	0	0.005975	0.32265
ENSG00000256222	ENSG00000256222.1	MTRNR2L3	0.02749	0.02611	0.037925	0	0	0	0.03386	0.1111	0.08655	0.10155	0.10895	0.1039	0.07148	0.08976	0.1077	0.08439	0.1041	0.1035	0.09153	0.09596	0.02426	0.04495	0.04627	0.039395	0	0.02845	0.031905	0.033945	0.03166	0.031795	0.07277	0.04073	0.05259	0.05927	0.02444	0.02701	0.02754	0.023095	0.03532	0.04334	0	0.03324	0.024015	0.07392	0.06325	0.02976	0	0.032075	0.1094	0.038985	0.02882	0.01891	0.02	0.0486219811320755	2.62558698113208
ENSG00000229690	ENSG00000229690.1	MTCO2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224747	ENSG00000224747.1	AP001065.7	0.3255	0.23	0.076975	0.4611	0.2794	0.2084	1.456	0.05268	0.0456	0.039275	0	0	0.039995	0.04276	0.02173	0.1515	0.06338	0.03049	0.1859	0.0361	0.39225	0.14735	0.0995	0.38055	0.4951	1.781	0.63195	0.6828	0.1929	0.5131	0.4599	0.1402	0.06109	0.02455	0.6602	0.4303	0.317	0	1.446	1.152	0.08151	0.1337	0.2284	0.4846	0.5133	0.2428	0.09962	0.4139	0.9436	0.1462	0.5813	0.5584	0	0.343053867924528	18.5249088679245
ENSG00000223431	ENSG00000223431.1	MTND6P21	0.2324	0.1547	0	0.27	0.201	0.09217	0.7229	0	0	0	0	0	0	0	0	0.08883	0.0296	0	0.09204	0	0.2599	0	0	0.2172	0.5187	1.544	0.48575	0.44545	0.1087	0.34095	0.4128	0.09705	0.03594	0	0.5221	0.3122	0.2036	0	0.92075	0.9233	0.063365	0.08842	0.14395	0.3401	0.2756	0.1724	0.0844	0.31785	0.5012	0.0856	0.4107	0.3826	0	0.22826820754717	12.3264832075472
ENSG00000227999	ENSG00000227999.1	MTND5P1	0.7746	0.5107	0.19195	1.05	0.7059	0.4496	2.07	0.1806	0.1694	0.12095	0.07891	0.08794	0.14915	0.1171	0.09375	0.3722	0.196	0.080615	0.4275	0.084115	0.78785	0.2746	0.16	0.86655	1.145	5.235	1.517	1.63	0.4277	1.1585	1.013	0.2921	0.155	0.1196	2.22	1.042	0.6854	0.04873	3.0605	2.678	0.2055	0.4021	0.71065	1.083	1.048	0.5151	0.3659	0.95335	1.115	0.3857	1.4	1.271	0.02446	0.79070320754717	42.6979732075472
ENSG00000228930	ENSG00000228930.1	MTCO1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228122	ENSG00000228122.1	MTND1P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232014	ENSG00000232014.1	MTND1P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3321	0	0	0	0	0.00626603773584906	0.338366037735849
ENSG00000233764	ENSG00000233764.1	Z95114.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231576	ENSG00000231576.1	Z95114.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237948	ENSG00000237948.1	Z95114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225557	ENSG00000225557.1	Z95114.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237129	ENSG00000237129.1	Z95114.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229088	ENSG00000229088.1	MTND1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235039	ENSG00000235039.1	MTND6P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226313	ENSG00000226313.1	RP11-585K14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229760	ENSG00000229760.1	RP11-266I3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231947	ENSG00000231947.1	MTND2P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238047	ENSG00000238047.1	MTND1P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256045	ENSG00000256045.1	MTRNR2L10	0.14125	0.1504	0.31035	0.09364	0.1346	0.1534	0.08746	1.1125	0.8625	0.89135	0.4876	0.4766	0.66435	0.7173	0.9133	0.7939	0.9947	0.9805	0.5743	1.0295	0.13395	0.1364	0.1072	0.07241	0.05409	0.1851	0.20265	0.22975	0.1142	0.1959	0.05616	0.3546	0.4749	0.4057	0.1681	0.1438	0.1007	0.21685	0.1363	0.09485	0.05172	0.1582	0.1575	0.1299	0.1532	0.1555	0.12305	0.2025	0.2377	0.1278	0.09067	0.07582	0.1077	0.319327735849057	17.2436977358491
ENSG00000235170	ENSG00000235170.1	MTND1P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228182	ENSG00000228182.1	MTND2P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226579	ENSG00000226579.1	RP11-351K23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235382	ENSG00000235382.1	MTND4P31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233484	ENSG00000233484.2	RP11-74B21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234901	ENSG00000234901.1	MTND6P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232282	ENSG00000232282.1	MTND1P32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229954	ENSG00000229954.1	MTND2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237300	ENSG00000237300.2	RP11-522L3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237628	ENSG00000237628.2	RP11-522L3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228316	ENSG00000228316.1	RP11-522L3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224471	ENSG00000224471.2	RP11-522L3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234886	ENSG00000234886.1	MTND5P26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227649	ENSG00000227649.1	RP11-522L3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229794	ENSG00000229794.2	RP11-522L3.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230916	ENSG00000230916.2	RP11-10B2.1	0.4037	0.3791	0.79625	0.2651	0.3249	0.471	0.4019	1.082	1.014	1.0195	0.536	0.5826	1.17	1.041	1.085	0.9808	0.9042	0.97975	0.7631	0.85875	0.4008	0.3594	0.3196	0.1425	0.4337	0.3702	0.6842	0.51505	0.3758	0.4801	0.49	0.9912	1.514	0.6225	0.6244	0.4556	0.4477	0.9108	0.3928	0.2246	0.2234	0.1871	0.35965	0.5725	0.5803	0.7688	0.4218	0.6413	0.3482	0.44385	0.2749	0.241	0.1696	0.58577358490566	31.6317735849057
ENSG00000231501	ENSG00000231501.1	MTND4LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232177	ENSG00000232177.1	MTND4P24	1.23	1.165	1.722	0.6139	0.711	0.8245	0.8892	2.056	1.607	1.9145	1.21	1.591	1.7885	1.478	1.893	1.773	1.621	1.808	1.573	1.73	1.19	0.84455	0.6982	0.46905	1.202	1.166	1.2985	1.2955	0.7248	1.252	1.289	1.677	2.406	1.5	1.529	1.038	1.111	1.523	1.073	0.7165	0.53555	0.8377	1.3605	1.085	1.021	1.3	0.7651	1.4745	1.096	1.2575	0.8141	0.7355	0.3702	1.24253490566038	67.0968849056604
ENSG00000226414	ENSG00000226414.1	RP11-375A20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235539	ENSG00000235539.1	MTND1P33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230130	ENSG00000230130.1	RP5-1189K21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223955	ENSG00000223955.1	MTND6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234179	ENSG00000234179.1	MTCYBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226529	ENSG00000226529.1	MTND1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234850	ENSG00000234850.1	MTND2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217179	ENSG00000217179.1	MTCYBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
